,year,date,statefips,countyfips,pm_max_pred,pm_med_pred,pm_mean_pred,pm_pop_pred
330,2001,2001-01-01,12,12081,19.360852,17.5598845,17.504427333,17.605079124
331,2001,2001-01-01,12,12083,18.140247,17.5041,17.188356333,17.12640428
332,2001,2001-01-01,12,12085,12.509257,9.272567,9.371807,9.3678421286
333,2001,2001-01-01,12,12086,18.215407,15.835261,15.841284263,15.948849994
334,2001,2001-01-01,12,12087,16.804243,13.36339,13.670075033,13.510670564
335,2001,2001-01-01,12,12089,16.556547,14.51961,14.544407833,14.629618615
336,2001,2001-01-01,12,12091,12.107,11.422137,11.346729512,11.257482355
337,2001,2001-01-01,12,12093,12.991054,12.7022835,12.675919417,12.669647581
338,2001,2001-01-01,12,12095,19.016921,18.47494,18.360726633,18.23214055
339,2001,2001-01-01,12,12097,18.131333,17.523263,17.366082098,17.375100899
340,2001,2001-01-01,12,12099,17.027704,12.0724,11.954443006,11.971168764
341,2001,2001-01-01,12,12101,18.884403,15.991213,16.351099328,16.508606269
342,2001,2001-01-01,12,12103,20.046469,16.9270335,17.002205352,16.997978879
343,2001,2001-01-01,12,12105,18.800485,17.027133,17.153195597,17.165100781
344,2001,2001-01-01,12,12107,18.986512,18.474401,18.383233294,18.41292712
345,2001,2001-01-01,12,12109,20.468131,17.025028,17.565293725,17.880267703
346,2001,2001-01-01,12,12111,10.988293,9.812673,9.8263657727,9.9401941255
347,2001,2001-01-01,12,12113,11.104355,10.406482,10.34918616,10.331634595
348,2001,2001-01-01,12,12115,18.889566,17.4563495,17.320772957,17.28501463
349,2001,2001-01-01,12,12117,19.512707,18.9672015,18.909978349,18.896295702
350,2001,2001-01-01,12,12119,17.576297,17.118015,17.052210947,17.221411776
